index,workclass,education,marital.status,occupation,cluster
22042,Private,Some-college,Never-married,Craft-repair,1
22043,Private,Some-college,Married-civ-spouse,Craft-repair,0
22044,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22045,Private,Assoc-voc,Divorced,Prof-specialty,0
22046,Private,11th,Divorced,Sales,0
22047,Private,Some-college,Married-civ-spouse,Prof-specialty,0
22048,Private,HS-grad,Never-married,Protective-serv,0
22049,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
22051,Private,HS-grad,Never-married,Other-service,0
22052,Private,HS-grad,Never-married,Exec-managerial,0
22053,Private,Bachelors,Never-married,Sales,1
22054,Private,HS-grad,Never-married,Other-service,0
22055,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,0
22057,Private,11th,Married-civ-spouse,Craft-repair,0
22058,Private,HS-grad,Married-spouse-absent,Adm-clerical,0
22059,Local-gov,Doctorate,Widowed,Prof-specialty,0
22060,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
22061,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22062,Private,HS-grad,Divorced,Other-service,0
22063,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
22064,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0
22065,Private,Some-college,Widowed,Exec-managerial,1
22066,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
22067,Private,Bachelors,Married-civ-spouse,Craft-repair,0
22068,Private,HS-grad,Never-married,Sales,0
22069,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22070,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,0
22071,Private,Some-college,Never-married,Machine-op-inspct,1
22072,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22073,Self-emp-inc,Bachelors,Never-married,Prof-specialty,1
22074,Private,11th,Never-married,Other-service,1
22075,Private,HS-grad,Separated,Other-service,0
22076,Private,Some-college,Married-civ-spouse,Craft-repair,0
22077,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,0
22078,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,0
22079,Private,HS-grad,Divorced,Machine-op-inspct,0
22080,Private,HS-grad,Separated,Exec-managerial,0
22081,Private,1st-4th,Married-spouse-absent,Farming-fishing,0
22082,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,0
22083,Private,10th,Married-civ-spouse,Craft-repair,0
22084,State-gov,Some-college,Married-civ-spouse,Protective-serv,0
22085,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,0
22086,Private,HS-grad,Widowed,Sales,0
22087,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22088,Private,10th,Married-civ-spouse,Transport-moving,0
22089,Private,11th,Married-civ-spouse,Handlers-cleaners,0
22090,Private,HS-grad,Married-spouse-absent,Adm-clerical,0
22091,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
22092,Private,Bachelors,Married-civ-spouse,Sales,0
22093,Federal-gov,HS-grad,Divorced,Adm-clerical,0
22094,Federal-gov,HS-grad,Never-married,Adm-clerical,1
22095,Private,Some-college,Never-married,Adm-clerical,1
22097,Private,HS-grad,Separated,Craft-repair,0
22098,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
22100,Private,HS-grad,Married-civ-spouse,Other-service,0
22101,Private,11th,Married-civ-spouse,Protective-serv,0
22102,Private,Assoc-voc,Separated,Prof-specialty,0
22103,Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,0
22104,Local-gov,Bachelors,Divorced,Prof-specialty,0
22105,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
22106,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
22107,Private,HS-grad,Never-married,Other-service,0
22108,Private,10th,Widowed,Craft-repair,0
22109,Private,HS-grad,Separated,Adm-clerical,0
22110,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
22112,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,0
22113,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,0
22114,Private,HS-grad,Never-married,Machine-op-inspct,0
22115,Federal-gov,Assoc-voc,Married-civ-spouse,Handlers-cleaners,0
22116,Private,Bachelors,Married-civ-spouse,Farming-fishing,0
22117,Private,Some-college,Never-married,Other-service,1
22119,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,0
22120,Federal-gov,Bachelors,Never-married,Exec-managerial,1
22121,Private,Some-college,Never-married,Protective-serv,1
22122,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,0
22123,Private,Some-college,Married-civ-spouse,Prof-specialty,0
22124,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
22125,Private,Some-college,Married-civ-spouse,Prof-specialty,0
22126,Private,Some-college,Divorced,Protective-serv,1
22127,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0
22129,State-gov,Bachelors,Never-married,Adm-clerical,1
22130,Private,11th,Married-civ-spouse,Transport-moving,0
22131,Private,HS-grad,Married-civ-spouse,Other-service,0
22132,Private,Some-college,Never-married,Protective-serv,1
22133,Private,Some-college,Married-civ-spouse,Craft-repair,0
22134,Private,HS-grad,Never-married,Machine-op-inspct,0
22135,Private,Some-college,Separated,Sales,1
22136,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
22137,Private,Some-college,Married-civ-spouse,Craft-repair,0
22139,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
22140,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
22141,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
22142,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
22143,Self-emp-not-inc,Bachelors,Divorced,Transport-moving,0
22144,Private,HS-grad,Divorced,Farming-fishing,0
22145,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,0
22146,Private,HS-grad,Divorced,Other-service,0
22147,Self-emp-inc,Bachelors,Widowed,Other-service,0
22148,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
22149,Local-gov,HS-grad,Separated,Other-service,0
22150,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,0
22151,Private,Some-college,Never-married,Adm-clerical,1
22152,Private,Some-college,Divorced,Machine-op-inspct,1
22153,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
22154,Private,11th,Never-married,Other-service,1
22155,Private,11th,Married-civ-spouse,Farming-fishing,0
22156,Private,10th,Never-married,Craft-repair,0
22157,Private,Assoc-acdm,Married-civ-spouse,Tech-support,0
22158,Private,Assoc-acdm,Married-civ-spouse,Tech-support,0
22159,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
22160,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,0
22161,Private,Some-college,Never-married,Other-service,1
22162,Private,7th-8th,Married-civ-spouse,Transport-moving,0
22163,Private,Some-college,Married-civ-spouse,Craft-repair,0
22165,Private,Assoc-voc,Married-civ-spouse,Transport-moving,0
22166,Private,Masters,Married-civ-spouse,Prof-specialty,0
22167,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,1
22169,Local-gov,HS-grad,Never-married,Prof-specialty,0
22170,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,0
22171,Private,HS-grad,Never-married,Craft-repair,0
22172,Private,HS-grad,Never-married,Adm-clerical,1
22173,Local-gov,Masters,Separated,Prof-specialty,0
22174,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22175,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,0
22176,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,0
22177,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22178,Private,HS-grad,Never-married,Craft-repair,0
22179,Private,11th,Married-civ-spouse,Sales,0
22180,Private,Some-college,Married-civ-spouse,Exec-managerial,0
22181,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22182,Private,Bachelors,Never-married,Prof-specialty,1
22183,Private,Some-college,Married-civ-spouse,Other-service,0
22184,Private,HS-grad,Widowed,Adm-clerical,0
22185,Private,HS-grad,Never-married,Machine-op-inspct,0
22186,Private,Bachelors,Never-married,Adm-clerical,1
22187,Private,Bachelors,Divorced,Prof-specialty,0
22188,Private,Some-college,Never-married,Exec-managerial,1
22189,Private,Masters,Married-civ-spouse,Prof-specialty,0
22190,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,0
22191,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,0
22192,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0
22193,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,0
22194,Private,HS-grad,Divorced,Other-service,0
22195,Private,12th,Never-married,Other-service,1
22196,Private,Bachelors,Married-civ-spouse,Sales,0
22198,Private,Assoc-voc,Never-married,Tech-support,1
22199,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0
22200,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,0
22201,Private,11th,Married-civ-spouse,Machine-op-inspct,0
22202,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,0
22203,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,0
22204,Private,HS-grad,Never-married,Other-service,0
22205,Self-emp-not-inc,Some-college,Separated,Sales,1
22206,Private,10th,Never-married,Transport-moving,1
22208,Self-emp-inc,12th,Married-civ-spouse,Craft-repair,0
22209,Private,9th,Separated,Other-service,0
22210,Private,Bachelors,Married-civ-spouse,Sales,0
22211,Private,HS-grad,Never-married,Adm-clerical,1
22212,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
22213,Private,Bachelors,Never-married,Prof-specialty,1
22215,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
22216,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
22217,Private,Bachelors,Divorced,Exec-managerial,0
22218,Federal-gov,Some-college,Divorced,Prof-specialty,1
22219,Private,Assoc-voc,Never-married,Farming-fishing,1
22220,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
22221,Private,10th,Never-married,Other-service,1
22222,Local-gov,Some-college,Divorced,Exec-managerial,1
22223,Private,12th,Divorced,Machine-op-inspct,0
22224,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
22225,Self-emp-not-inc,HS-grad,Married-spouse-absent,Farming-fishing,0
22226,Federal-gov,Some-college,Never-married,Adm-clerical,1
22227,Private,Some-college,Never-married,Adm-clerical,1
22228,Private,Some-college,Never-married,Other-service,1
22229,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
22230,Private,Doctorate,Never-married,Prof-specialty,1
22231,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,0
22232,Private,HS-grad,Never-married,Sales,0
22233,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
22234,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22236,Private,HS-grad,Married-civ-spouse,Protective-serv,0
22237,Private,Some-college,Married-civ-spouse,Prof-specialty,0
22238,Private,Some-college,Married-civ-spouse,Craft-repair,0
22239,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
22240,Private,HS-grad,Divorced,Machine-op-inspct,0
22241,Private,HS-grad,Married-civ-spouse,Other-service,0
22242,Private,HS-grad,Divorced,Craft-repair,0
22243,Private,Bachelors,Married-civ-spouse,Sales,0
22244,State-gov,Assoc-acdm,Married-civ-spouse,Transport-moving,0
22245,Private,Some-college,Never-married,Craft-repair,1
22246,State-gov,12th,Never-married,Transport-moving,1
22247,Private,Bachelors,Never-married,Other-service,1
22248,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
22249,Private,HS-grad,Divorced,Other-service,0
22250,Private,Some-college,Divorced,Sales,1
22251,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,0
22252,Local-gov,Assoc-voc,Married-civ-spouse,Tech-support,0
22253,Private,Bachelors,Never-married,Prof-specialty,1
22254,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,1
22255,State-gov,Masters,Never-married,Prof-specialty,1
22256,Private,12th,Never-married,Farming-fishing,1
22257,Private,HS-grad,Married-spouse-absent,Craft-repair,0
22258,Private,Bachelors,Divorced,Prof-specialty,0
22259,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
22260,Private,HS-grad,Divorced,Transport-moving,0
22261,Private,5th-6th,Never-married,Machine-op-inspct,1
22262,Local-gov,Bachelors,Never-married,Prof-specialty,1
22263,Private,Bachelors,Divorced,Craft-repair,0
22264,Private,Some-college,Never-married,Adm-clerical,1
22265,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,0
22266,Private,HS-grad,Never-married,Adm-clerical,1
22267,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,0
22268,Private,HS-grad,Married-civ-spouse,Sales,0
22269,Private,Some-college,Never-married,Adm-clerical,1
22270,Private,Some-college,Never-married,Sales,1
22271,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0
22272,Private,Some-college,Divorced,Adm-clerical,1
22273,Private,Some-college,Never-married,Other-service,1
22274,Private,Some-college,Divorced,Tech-support,1
22275,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,0
22276,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
22277,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,0
22278,Private,9th,Widowed,Sales,0
22279,Private,Some-college,Never-married,Handlers-cleaners,1
22280,Local-gov,HS-grad,Divorced,Adm-clerical,0
22281,Private,HS-grad,Never-married,Craft-repair,0
22282,Private,HS-grad,Divorced,Craft-repair,0
22283,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,0
22284,Private,Bachelors,Never-married,Prof-specialty,1
22285,Self-emp-inc,Some-college,Divorced,Craft-repair,0
22286,Local-gov,7th-8th,Never-married,Farming-fishing,1
22287,Private,9th,Never-married,Farming-fishing,1
22288,Private,HS-grad,Never-married,Other-service,0
22289,State-gov,HS-grad,Married-civ-spouse,Tech-support,0
22290,Private,HS-grad,Never-married,Transport-moving,0
22291,Local-gov,HS-grad,Divorced,Adm-clerical,0
22292,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
22293,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
22294,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
22295,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
22296,Private,Some-college,Never-married,Handlers-cleaners,1
22298,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
22299,Private,HS-grad,Divorced,Craft-repair,0
22300,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
22301,Private,Masters,Never-married,Prof-specialty,1
22302,State-gov,Some-college,Never-married,Craft-repair,1
22303,Private,Bachelors,Divorced,Craft-repair,0
22304,Private,9th,Married-civ-spouse,Farming-fishing,0
22305,Private,7th-8th,Married-civ-spouse,Adm-clerical,0
22306,Private,Some-college,Married-civ-spouse,Exec-managerial,0
22307,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22308,Private,HS-grad,Never-married,Adm-clerical,1
22309,Private,11th,Never-married,Priv-house-serv,1
22311,Private,Some-college,Never-married,Sales,1
22314,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
22315,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,0
22316,Private,Assoc-acdm,Never-married,Prof-specialty,1
22317,Private,Masters,Married-civ-spouse,Prof-specialty,0
22318,Private,Some-college,Never-married,Other-service,1
22320,Private,10th,Never-married,Other-service,1
22321,Private,Some-college,Never-married,Transport-moving,1
22322,Private,HS-grad,Divorced,Adm-clerical,0
22323,Private,HS-grad,Never-married,Farming-fishing,0
22324,Private,Assoc-acdm,Never-married,Adm-clerical,1
22325,Private,9th,Widowed,Machine-op-inspct,0
22326,State-gov,Bachelors,Never-married,Machine-op-inspct,1
22327,Private,12th,Never-married,Handlers-cleaners,1
22328,Private,Some-college,Never-married,Sales,1
22329,Private,Some-college,Married-civ-spouse,Exec-managerial,0
22330,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0
22331,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
22332,Private,HS-grad,Never-married,Machine-op-inspct,0
22334,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,0
22335,Private,Some-college,Married-civ-spouse,Prof-specialty,0
22336,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
22337,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,0
22338,Private,5th-6th,Never-married,Handlers-cleaners,1
22340,Private,Bachelors,Married-civ-spouse,Sales,0
22341,Private,HS-grad,Never-married,Handlers-cleaners,0
22342,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0
22343,Private,Some-college,Never-married,Sales,1
22344,Private,Some-college,Never-married,Handlers-cleaners,1
22345,Private,HS-grad,Separated,Adm-clerical,0
22346,Private,HS-grad,Never-married,Machine-op-inspct,0
22347,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22348,Federal-gov,Some-college,Separated,Other-service,1
22349,Private,12th,Married-civ-spouse,Machine-op-inspct,0
22350,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
22351,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22352,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0
22353,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0
22354,Private,HS-grad,Never-married,Transport-moving,0
22355,Self-emp-inc,Some-college,Separated,Exec-managerial,1
22356,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,1
22357,Private,Assoc-voc,Never-married,Craft-repair,0
22360,Private,5th-6th,Married-civ-spouse,Craft-repair,0
22362,Private,Masters,Never-married,Prof-specialty,1
22363,Private,HS-grad,Divorced,Craft-repair,0
22364,Private,Bachelors,Never-married,Exec-managerial,1
22365,State-gov,Bachelors,Never-married,Adm-clerical,1
22366,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22367,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,0
22368,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
22369,Private,HS-grad,Never-married,Adm-clerical,1
22370,Private,HS-grad,Never-married,Machine-op-inspct,0
22371,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22372,Private,HS-grad,Divorced,Exec-managerial,0
22373,Private,HS-grad,Divorced,Sales,0
22374,Private,Some-college,Never-married,Adm-clerical,1
22375,Private,Some-college,Married-civ-spouse,Sales,0
22376,Private,HS-grad,Divorced,Machine-op-inspct,0
22377,Private,Bachelors,Never-married,Tech-support,1
22378,Private,Some-college,Never-married,Adm-clerical,1
22379,Private,HS-grad,Married-civ-spouse,Sales,0
22380,Private,7th-8th,Widowed,Priv-house-serv,0
22381,Private,Some-college,Never-married,Handlers-cleaners,1
22382,Local-gov,Bachelors,Never-married,Prof-specialty,1
22383,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
22384,Private,10th,Married-civ-spouse,Transport-moving,0
22385,Private,9th,Married-civ-spouse,Other-service,0
22386,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
22387,Self-emp-not-inc,HS-grad,Widowed,Sales,0
22388,Private,Some-college,Married-civ-spouse,Sales,0
22389,Private,Some-college,Divorced,Machine-op-inspct,1
22390,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,0
22391,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
22392,Private,Some-college,Never-married,Sales,1
22393,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,0
22395,Private,7th-8th,Widowed,Other-service,0
22396,Local-gov,Masters,Never-married,Prof-specialty,1
22397,Private,Some-college,Married-civ-spouse,Exec-managerial,0
22398,Private,Some-college,Divorced,Sales,1
22399,Private,HS-grad,Separated,Exec-managerial,0
22400,Private,Masters,Married-civ-spouse,Prof-specialty,0
22402,Self-emp-not-inc,Assoc-acdm,Married-spouse-absent,Exec-managerial,0
22403,Private,HS-grad,Never-married,Craft-repair,0
22404,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
22405,Private,Some-college,Never-married,Prof-specialty,1
22406,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,0
22407,Private,HS-grad,Never-married,Other-service,0
22408,Private,10th,Married-civ-spouse,Craft-repair,0
22409,Private,Some-college,Never-married,Adm-clerical,1
22410,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,0
22411,Private,Some-college,Never-married,Adm-clerical,1
22412,Private,Some-college,Married-spouse-absent,Craft-repair,0
22413,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,0
22414,Private,HS-grad,Never-married,Other-service,0
22415,Private,HS-grad,Never-married,Adm-clerical,1
22416,Private,Bachelors,Married-civ-spouse,Craft-repair,0
22417,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
22418,Federal-gov,HS-grad,Never-married,Adm-clerical,1
22419,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
22420,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,0
22421,Private,HS-grad,Never-married,Adm-clerical,1
22422,Private,12th,Married-civ-spouse,Handlers-cleaners,0
22423,Private,Bachelors,Never-married,Prof-specialty,1
22424,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
22425,Private,Some-college,Married-civ-spouse,Tech-support,0
22426,Private,Masters,Married-civ-spouse,Exec-managerial,0
22427,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22428,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
22429,Private,Some-college,Married-civ-spouse,Craft-repair,0
22430,Private,HS-grad,Married-civ-spouse,Other-service,0
22432,Private,Some-college,Never-married,Craft-repair,1
22433,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22434,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22435,Private,Some-college,Never-married,Craft-repair,1
22436,Private,HS-grad,Never-married,Other-service,0
22437,Local-gov,HS-grad,Never-married,Other-service,0
22438,Private,Some-college,Divorced,Craft-repair,0
22439,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
22440,Private,Prof-school,Widowed,Other-service,0
22441,Private,9th,Never-married,Other-service,1
22442,Private,HS-grad,Never-married,Sales,0
22443,Private,Bachelors,Never-married,Handlers-cleaners,1
22444,Private,Some-college,Married-civ-spouse,Tech-support,0
22446,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
22447,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22448,Private,Some-college,Never-married,Other-service,1
22449,Private,Assoc-voc,Divorced,Prof-specialty,0
22450,Local-gov,Bachelors,Widowed,Prof-specialty,0
22451,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
22453,Private,Some-college,Never-married,Sales,1
22454,Private,Some-college,Married-civ-spouse,Craft-repair,0
22456,Private,Some-college,Separated,Prof-specialty,1
22457,Private,HS-grad,Divorced,Sales,0
22458,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
22459,Private,11th,Never-married,Adm-clerical,1
22460,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22461,Private,Assoc-voc,Married-civ-spouse,Tech-support,0
22462,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,0
22463,Private,HS-grad,Married-civ-spouse,Craft-repair,0
22464,Private,Some-college,Divorced,Craft-repair,0
22465,State-gov,Bachelors,Divorced,Machine-op-inspct,0
22466,State-gov,Some-college,Never-married,Adm-clerical,1
22468,Private,Some-college,Never-married,Adm-clerical,1
22469,Private,11th,Separated,Machine-op-inspct,0
22470,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,0
22471,Private,HS-grad,Divorced,Adm-clerical,0
22472,Private,HS-grad,Married-spouse-absent,Adm-clerical,0
22473,Private,HS-grad,Separated,Transport-moving,0
22474,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22475,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
22476,Private,Some-college,Never-married,Machine-op-inspct,1
22478,Local-gov,Masters,Married-civ-spouse,Exec-managerial,0
22479,Self-emp-not-inc,Some-college,Separated,Craft-repair,0
22480,Private,HS-grad,Divorced,Other-service,0
22481,Private,Some-college,Never-married,Adm-clerical,1
22482,Private,HS-grad,Never-married,Handlers-cleaners,0
22483,Private,HS-grad,Never-married,Adm-clerical,1
22484,Private,11th,Separated,Prof-specialty,0
22485,Private,Bachelors,Never-married,Sales,1
22486,Private,HS-grad,Never-married,Handlers-cleaners,0
22487,Private,HS-grad,Never-married,Machine-op-inspct,0
22488,State-gov,Some-college,Married-civ-spouse,Protective-serv,0
22489,Private,Bachelors,Never-married,Tech-support,1
22490,Private,HS-grad,Never-married,Machine-op-inspct,0
22491,Private,Masters,Never-married,Prof-specialty,1
22492,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
22493,Local-gov,Assoc-voc,Divorced,Prof-specialty,0
22494,Private,9th,Never-married,Other-service,1
22495,Federal-gov,Some-college,Married-civ-spouse,Tech-support,0
22496,Private,HS-grad,Married-civ-spouse,Transport-moving,0
22497,Private,Some-college,Never-married,Adm-clerical,1
22498,Private,HS-grad,Divorced,Adm-clerical,0
22499,Private,11th,Married-civ-spouse,Other-service,0
22500,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
22501,Local-gov,Masters,Never-married,Prof-specialty,1
22502,Private,Some-college,Married-civ-spouse,Sales,0
22503,Local-gov,HS-grad,Never-married,Other-service,0
22504,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,0
22505,Private,10th,Widowed,Machine-op-inspct,0
22506,Private,Some-college,Married-civ-spouse,Adm-clerical,1
22507,Private,11th,Never-married,Machine-op-inspct,1
22508,Private,Some-college,Married-civ-spouse,Exec-managerial,0
22509,Private,Some-college,Never-married,Sales,1
22510,Private,Some-college,Divorced,Adm-clerical,1
22511,Private,Bachelors,Never-married,Prof-specialty,1
22512,Private,9th,Married-civ-spouse,Craft-repair,0
22513,Self-emp-not-inc,11th,Divorced,Exec-managerial,0
22514,Private,9th,Never-married,Handlers-cleaners,1
22515,Private,HS-grad,Never-married,Craft-repair,0
22516,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
22517,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
22518,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
22519,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,0
22520,Private,HS-grad,Never-married,Adm-clerical,1
22521,Private,HS-grad,Never-married,Sales,0
22522,Self-emp-not-inc,Bachelors,Divorced,Sales,0
22523,Private,Bachelors,Divorced,Protective-serv,0
22524,Private,Bachelors,Never-married,Prof-specialty,1
22525,Private,HS-grad,Never-married,Other-service,0
22526,Private,11th,Divorced,Handlers-cleaners,0
22527,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
22528,Private,10th,Never-married,Other-service,1
22529,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
22530,Private,5th-6th,Married-civ-spouse,Farming-fishing,0
22531,Private,Some-college,Never-married,Other-service,1
22532,Private,Prof-school,Separated,Prof-specialty,0
22533,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0
22534,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
22535,Private,Bachelors,Never-married,Exec-managerial,1
22536,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
22537,Private,Bachelors,Married-civ-spouse,Craft-repair,0
22539,Private,Bachelors,Never-married,Prof-specialty,1
22540,Private,Some-college,Never-married,Craft-repair,1
22541,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0
22542,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,0
22543,Private,Masters,Never-married,Sales,1
22544,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,0
22545,Private,1st-4th,Married-civ-spouse,Other-service,0
22546,Private,Some-college,Divorced,Craft-repair,0
22547,Private,Bachelors,Married-civ-spouse,Protective-serv,0
